"","Cohort","Monkey","Tissue2","Week","filename","no.sites","no.syn.sites","no.ns.sites","mean","mean.syn","mean.ns","median","mutated.sites.no","mutated.sites"
"1","Mtb R","16314","plasma",3,"Run_4_01_Animal_16314",1172,586,586,0.00228977306279466,0.000671046628134812,0.00149820116012116,0.00202569121370258,NA,NA
"2","Mtb R","16314","plasma",8,"Run_4_02_Animal_16314",1172,586,586,0.00230376529567834,0.000676116275141638,0.00153334879546587,0.00193015134400644,0,NA
"3","Mtb R","16314","pLN",8,"Run_4_03_Animal_16314",1172,586,586,0.00233250137625096,0.000584180600392491,0.00166881630452218,0.00177916296645339,0,NA
"4","Mtb R","16314","Thoracic LN",8,"Run_4_04_Animal_16314",1172,586,586,0.00206369438338666,0.000729006444522184,0.00126339956293345,0.00173031192528368,0,NA
"5","Mtb R","16314","Thoracic LN",8,"Run_4_05_Animal_16314",1172,586,586,0.0022790405160142,0.000836681860870307,0.00132096452035836,0.00179089990886358,0,NA
"6","Mtb R","20615","plasma",3,"Run_4_06_Animal_20615",1172,586,586,0.00253556989372041,0.000639122734453925,0.00181664674471502,0.00182258262036956,0,NA
"7","Mtb R","20615","plasma",6,"Run_4_07_Animal_20615",1172,586,586,0.00264191926742213,0.000956452028163823,0.00160967022001365,0.00194237681007465,0,NA
"8","Mtb R","20615","pLN",6,"Run_4_08_Animal_20615",1172,586,586,0.00236552389346162,0.000659411773643345,0.00165166880197099,0.00174990911251027,0,NA
"9","Mtb R","20615","Thoracic LN",6,"Run_4_09_Animal_20615",1172,586,586,0.00256109130166019,0.000695644270114334,0.00180849571809044,0.00183776571999455,0,NA
"10","Mtb R","20615","Thoracic LN",6,"Run_4_10_Animal_20615",1172,586,586,0.00248061752191206,0.00067676258496587,0.00173792009690444,0.00189382083363826,0,NA
"11","Mtb R","3516","plasma",3,"Run_4_11_Animal_3516",1172,586,586,0.00196120813430031,0.000583401293703072,0.00129550750257679,0.0017133558544652,0,NA
"12","Mtb R","3516","plasma",8,"Run_4_12_Animal_3516",1172,586,586,0.002573229393397,0.000885046759817406,0.001618977892657,0.0019301488107838,0,NA
"13","Mtb R","3516","pLN",9,"Run_4_13_Animal_3516",1172,586,586,0.00248264607838107,0.000906528836757679,0.00150396441704778,0.00168326604610799,0,NA
"14","Mtb R","3516","Thoracic LN",9,"Run_4_14_Animal_3516",1172,586,586,0.0024624940629162,0.000565724719300341,0.00182579397764505,0.00162685580373271,2,"824,825"
"15","Mtb R","3516","Thoracic LN",9,"Run_4_15_Animal_3516",1172,586,586,0.00274298470322684,0.000878742682969283,0.00180150567177474,0.00180556577626861,0,NA
"16","Mtb NR","30816","plasma",5,"Run_4_16_Animal_30816",1172,586,586,0.003263924229619,0.00122339609832423,0.0019583687400785,0.00190427773056053,1,"335"
"17","Mtb NR","30816","plasma",8,"Run_4_17_Animal_30816",1172,586,586,0.00378719261476717,0.00161748652333618,0.00209463835106143,0.00187460370808108,0,NA
"18","Mtb NR","30816","pLN",8,"Run_4_18_Animal_30816",1172,586,586,0.00303833326599542,0.00111028655631399,0.00182834275025597,0.00168217308945675,2,"94,335"
"19","Mtb NR","30816","Thoracic LN",8,"Run_4_19_Animal_30816",1172,586,586,0.00473015846231322,0.00239061184426621,0.0022598308240273,0.00173484850021182,0,NA
"20","Mtb NR","30816","Thoracic LN",8,"Run_4_20_Animal_30816",1172,586,586,0.00321509383664181,0.00129100909249147,0.00182716060204778,0.00161698106285579,1,"335"
"21","Mtb NR","3216","plasma",3,"Run_4_21_Animal_3216",1172,586,586,0.00278903141599121,0.000566774475870307,0.0021420266391041,0.00177631710855283,2,"824,825"
"22","Mtb NR","3216","plasma",8,"Run_4_22_Animal_3216",1172,586,586,0.00261632253526246,0.000907334401450512,0.00160574328924915,0.00196211140811868,0,NA
"23","Mtb NR","3216","pLN",9,"Run_4_23_Animal_3216",1172,586,586,0.00282128996329063,0.00107173385836177,0.00168901558406143,0.00169454000644098,0,NA
"24","Mtb NR","3216","Thoracic LN",9,"Run_4_24_Animal_3216",1172,586,586,0.00344351877138477,0.00085072898443686,0.00247054644571672,0.0020864279599816,2,"824,825"
"25","SIV only","3816","plasma",8,"Run_5_02_Animal_3816",1172,586,586,0.00261274380944002,0.000718546076361775,0.00183234062626621,0.00188972564845139,0,NA
"26","SIV only","3816","pLN",8,"Run_5_03_Animal_3816",1172,586,586,0.00247933443675297,0.000746512116313993,0.00167281478610751,0.00174980275594599,0,NA
"27","SIV only","3816","Thoracic LN",8,"Run_5_04_Animal_3816",1172,586,586,0.00309396338226209,0.000688196541163822,0.00235456063739079,0.00167995063349802,2,"824,825"
"28","Mtb R","16314","Lung",8,"Run_5_05_Animal_16314",1172,586,586,0.00257180502532116,0.000751500652986348,0.0016147871615529,0.00153694521819551,0,NA
"29","Mtb R","16314","Lung",8,"Run_5_06_Animal_16314",1172,586,586,0.00184296944347339,0.000627407078363481,0.00106831478631399,0.00155032263743231,0,NA
"30","Mtb R","16314","Lung",8,"Run_5_07_Animal_16314",1172,586,586,0.00249983063523437,0.00113266049994881,0.00125490360830034,0.00172214063428607,0,NA
"31","Mtb R","20615","Lung",6,"Run_5_08_Animal_20615",1172,586,586,0.00308712636741806,0.000670364967013652,0.00236412193297952,0.00159100401412616,0,NA
"32","Mtb R","31316","Lung",8,"Run_5_09_Animal_31316",1172,586,586,0.00233616411394923,0.000495336562498293,0.00148296333475939,0.00150952854193185,0,NA
"33","Mtb R","31316","Lung",8,"Run_5_10_Animal_31316",1172,586,586,0.00241103059078932,0.000505187628805461,0.00183406459235495,0.00140801275690188,2,"824,825"
"34","Mtb R","20615","Lung",6,"Run_5_11_Animal_20615",1172,586,586,0.00258324438196394,0.000782095055769625,0.00173828533198123,0.00175388620631977,0,NA
"35","Mtb R","3516","Lung",9,"Run_5_12_Animal_3516",1172,586,586,0.00201222095034053,0.000723596000170649,0.00121398336109215,0.00143812861897668,0,NA
"36","Mtb R","3516","Lung",9,"Run_5_13_Animal_3516",1172,586,586,0.00193812897537095,0.000711097895972696,0.00116243563011945,0.00153138491630317,0,NA
"37","SIV only","3616","plasma",2,"Run_5_14_Animal_3616",1172,586,586,0.00236792455059268,0.000501159731569966,0.00180737465651706,0.00162656708634981,2,"824,825"
"38","SIV only","3616","plasma",7,"Run_5_15_Animal_3616",1172,586,586,0.00216444308205077,0.000770675433880546,0.00131997285973038,0.00150562011748383,0,NA
"39","SIV only","3616","pLN",7,"Run_5_16_Animal_3616",1172,586,586,0.00224114655046599,0.000766096443054608,0.00140929711824232,0.00169009110802316,0,NA
"40","SIV only","3616","Thoracic LN",7,"Run_5_17_Animal_3616",1172,586,586,0.00260961388083621,0.00127867420361775,0.00110004631201365,0.00157322697313774,0,NA
"41","SIV only","3316","plasma",7,"Run_5_18_Animal_3316",1172,586,586,0.00233399566028492,0.000669683868822526,0.00156762747307167,0.0014179644066136,0,NA
"42","SIV only","3316","pLN",7,"Run_5_19_Animal_3316",1172,586,586,0.0024863724860308,0.000947345414488055,0.00146761086017065,0.00184162445257385,0,NA
"43","SIV only","3316","Thoracic LN",7,"Run_5_20_Animal_3316",1172,586,586,0.00237132267383343,0.000792653112918089,0.00151523004969283,0.00170083278988447,0,NA
"44","SIV only","3816","Lung",8,"Run_5_21_Animal_3816",1172,586,586,0.00268484455317415,0.000569137021467577,0.00204986217807167,0.00161775949567508,2,"824,825"
"45","SIV only","4016","plasma",8,"Run_5_22_Animal_4016",1172,586,586,0.00191623179120361,0.000661793524095563,0.00113402923982935,0.00164878325106008,0,NA
"46","SIV only","4016","Thoracic LN",8,"Run_5_23_Animal_4016",1172,586,586,0.00284012553686851,0.00101500758020478,0.00167695288397611,0.00172565205696183,0,NA
"47","SIV only","4016","Lung",8,"Run_5_24_Animal_4016",1172,586,586,0.00232128612682123,0.000877343750017065,0.00129954556977816,0.00192280667058926,0,NA
"48","Mtb R","31316","plasma",5,"Run_6_02_Animal_31316",1172,586,586,0.00190683112980621,0.000635947532720137,0.00120435444131058,0.00181094822259863,0,NA
"49","Mtb R","31316","plasma",8,"Run_6_03_Animal_31316",1172,586,586,0.00202882737679977,0.000732327894382253,0.00121315490187201,0.00178236600897743,0,NA
"50","Mtb R","31316","pLN",8,"Run_6_04_Animal_31316",1166,583,583,0.00206706515728616,0.000842745765694683,0.00115665915986278,0.00155483793804569,0,NA
"51","Mtb R","31316","Thoracic LN",8,"Run_6_05_Animal_31316",1166,583,583,0.00201567267329767,0.000733650653087479,0.00120498345963979,0.00173913043478261,0,NA
"52","Mtb R","31316","Thoracic LN",8,"Run_6_06_Animal_31316",1172,586,586,0.00286161854601406,0.000539865819283276,0.00225611812904437,0.00171553514324539,1,"94"
"53","Mtb R","16314","Lung",8,"Run_6_07_Animal_16314",1166,583,583,0.00201163406680488,0.00072252595626072,0.00117992081578045,0.00155389179262608,0,NA
"54","Mtb R","16314","Thoracic LN",8,"Run_6_08_Animal_16314",1172,586,586,0.00199639496038497,0.000609895823208191,0.00129421229573379,0.00180652155750844,0,NA
"55","Mtb R","20615","Lung",6,"Run_6_09_Animal_20615",1172,586,586,0.00264566536285581,0.000736455495187713,0.00182836199151877,0.00178250467656212,0,NA
"56","Mtb R","20615","Lung",6,"Run_6_10_Animal_20615",1172,586,586,0.00316551021897847,0.00145091581761092,0.00165770295551195,0.0015893985142433,1,"825"
"57","Mtb R","20615","Lung",6,"Run_6_11_Animal_20615",1172,586,586,0.00260702019654746,0.00071606372890785,0.00180426454085324,0.00156242827971999,0,NA
"58","Mtb R","3516","Lung",9,"Run_6_13_Animal_3516",1166,583,583,0.00177734857943131,0.000514334428799314,0.00116492584003431,0.00127527782838404,0,NA
"59","Mtb R","3516","Lung",9,"Run_6_14_Animal_3516",1166,583,583,0.00204609680312131,0.000653777627272727,0.00131226082367067,0.0014665828619317,0,NA
"60","Mtb NR","3116","plasma",3,"Run_6_15_Animal_3116",1172,586,586,0.00273624097910828,0.000652195407047782,0.00200515231236007,0.0019355190605379,0,NA
"61","Mtb NR","3116","plasma",8,"Run_6_16_Animal_3116",1172,586,586,0.0022752506443542,0.000684250840305461,0.00153159217171843,0.0017449844244253,0,NA
"62","Mtb NR","3116","pLN",8,"Run_6_17_Animal_3116",1166,583,583,0.00224433813574965,0.000686663673070326,0.00144322283156089,0.00165502022802501,0,NA
"63","Mtb NR","3116","Thoracic LN",8,"Run_6_18_Animal_3116",1172,586,586,0.00231648423552402,0.000792677716552901,0.00140298212167236,0.00140252454417952,0,NA
"64","Mtb NR","3116","Lung",8,"Run_6_19_Animal_3116",1166,583,583,0.00199991189883035,0.000680346103910806,0.00124294703643225,0.0015989577164515,0,NA
"65","Mtb NR","3116","Thoracic LN",8,"Run_6_20_Animal_3116",1166,583,583,0.0019743949099544,0.00063144532161235,0.00128536921526587,0.00153374233128834,0,NA
"66","Mtb NR","3216","Thoracic LN",9,"Run_6_21_Animal_3216",1166,583,583,0.00197394934516065,0.00072831524348199,0.00118705161377358,0.00170959653521769,0,NA
"67","Mtb NR","3216","Lung",9,"Run_6_22_Animal_3216",1166,583,583,0.00198898559195985,0.000706788920874786,0.00120050480310463,0.00170201623461639,0,NA
"68","Mtb NR","30816","Thoracic LN",8,"Run_6_23_Animal_30816",1166,583,583,0.00287688095913492,0.00122650746861063,0.00156104440634648,0.00102249488752556,1,"335"
"69","SIV only","4016","pLN",8,"Run_6_24_Animal_4016",1172,586,586,0.00183222536472909,0.000549233790255973,0.00113310963769625,0.00167240527411517,0,NA
"70","","stock_virus","stock",NA,"Run_5_01_Animal_stock_virus",1172,586,586,0.00282697764367819,0.000927892085651877,0.00171711706660068,0.00141249982161879,0,NA
"71","","stock_virus","control",NA,"Run_6_01_Animal_stock_virus",1166,583,583,0.00323668184812301,0.000557116524219554,0.00255775471156261,0.00201225647123388,206,"184,185,205,369,386,394,541,543,547,548,549,550,552,553,555,556,558,560,562,563,564,565,566,567,569,570,571,572,573,574,575,577,578,579,581,584,585,587,588,589,590,591,593,594,595,597,598,600,602,604,605,606,608,612,614,616,617,619,621,622,623,624,625,626,627,628,630,631,632,633,634,635,637,640,641,643,644,645,646,647,649,650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,672,673,675,676,677,678,679,682,683,684,685,686,689,690,691,696,698,700,702,703,704,705,706,707,709,712,713,715,716,717,719,722,723,724,725,727,728,729,730,731,734,735,736,737,738,740,741,742,744,745,746,747,748,749,750,751,752,753,755,756,757,758,759,760,761,764,765,766,767,769,770,771,772,773,774,775,776,777,778,779,783,784,785,786,787,788,789,791,792,793,796,798,800,801,803,805,806,809,810,811,816,817,819,820"
